user,item,rating,review,summary
AA68M1C32XIB7,B00004YBVF,1,CAUTION - I am a computer savvy user and spent MANY hours trying to get the JAM 3.0 to work with XP. I have not had any sucess downloading my kids pictures on XP and the updated drivers posted on JAMCAMs site (dated 2001) do not work.,Does not Work With XP
AB10W5FUXWAJ,B00004YBVF,2,"Bought this as a gift for a teenager. It seems to work, but has limited memory space (8 pictures) and a slow serial connection to download pictures (as opposed to faster USB). But what can you expect for the bargain basement price. Good introduction to digital photographer for younger folk.",You Get What You Pay For
A23DRAJMAV3GJ1,B00004YBVF,1,KB Gear has gone out of business!!  Does not work with XP and never will.,Don't Buy It!
A231WM2Z2JL0U3,B00004YBVF,4,"I've owned mine for over a year & have been impressed with it in several ways. First is the new, lowered price; real digital cameras at such a nice price are quite a development! The applications this camera seems best suited to are: e-mailing photos, webpage posting or limited photo printing (4"" x 6"" max), as in school papers or nonprofessional grade work reports. The resolution is up to these tasks, but not much more. It has no zoom lens, which limits its usefulness. It does have a good indoor flash, and it has an expandable memory (MultiMediaCards, generally harder to find & a bit higher cost than other memory formats). The camera will download into the PC via USB (forget about painfully slow serial port options), but the only way to fly is to use a separate MMC card reader (a little more $, but no battery use and much better speed). All in all, this is a great camera for younger students and beginners whose main interest is computer-based digital photography.","Good web cam, made better by lowered price."
A3FNM6LQ7VEKWH,B00004YBVF,5,"It's always great to find a product where the maker keeps the price down by omitting features rather than by cutting corners on quality.
Sure, this camera isn't super-high-resolution, nor does it have many extra features. But what it does it does well. It's easy to use, and the photos are fine for most snapshot-type uses. It's also rugged - highly recommended for kids.
The software loaded with no hassles and has a simple user interface. The camera hooks up to a PC easily, and I haven't had a single glitch uploading.
I will recommend that you add the 16MB MultiMedia Card. Without it, the camera only holds 8 shots. With it, the capacity goes up to 69 - much more useful.",Solid camera at a great price
A1RFPIZZ8R1UL1,B00004YJYT,5,Wonderful product for use with dictation tapes!,Five Stars
AUW2LJYT2EZC4,B00004YJYT,5,Seems to be working fine.,Panasonic Transcriber - RR-930 - MicroCassette RR930 Reconditioned Unit
A205IT9WJZANCX,B00004YJYT,5,"I'm transcribing interviews and this machine is excellent.  With the foot pedal back-track, I can listen to the speaker as often as I need to without lifting my hands off my keyboard.",Great tape player
A2OGQ6TTDJ7XGD,B00004YJYT,5,love it,Five Stars
AZK8WE4LG4NZ7,B00004YJYT,4,perfect products cool as sh! t,Four Stars
A295TD2OXKNOJ6,B00004YJYT,1,"It was clean, wrapped securely.  However, it wasn't fully functional.  The speed switch has a defect.  I have to return it.",I know it was reconditioned...but still...
AACOKUSTVYGA3,B00004YJYT,5,This Microcassette Transcriber/Recorder was well-packed & arrived before its expected arrival date. Our office still uses these antiquated machines and I am grateful that there is still a good place to get used/refurbished machines from that is reliable.,Panasonic RR930 Microcassette Transcriber/Recorder
A2PN8AI53VRE3L,B00004YK2X,5,I have used this model of transcriber for many years and they work well -- as this one does.  It is simple and easy to use.  I've had to replace past models because the on-off switch eventually needs to be replaced.,A relaibe item that has a flaw
A2HB1ZZH25ETB0,B00004YK2X,5,Thanks no issues.,Five Stars
AACOKUSTVYGA3,B00004YJYT,4,Fast shipping! Transcriber was packed well and was exactly as described. This machine works great and is what our office needed.  Thanks!,Used Panasonic Microcaseete Transcriber
A2PAVURT4NOHE1,B00004YJYT,2,"I have heard the high pitch squeals other reviewers mentioned when using the foot pedal, but I am only hearing it on the left side, since the headphone jack on both of my machines seems to have broken.",headphone jack broke on two identical models
AZ8CQ6E0G1ASJ,B00004YK2X,5,"I am quite a fickle - but very loyal - customer and when I find a product or service that meets my needs I work with it until the last bell tolls.  I worked with this machine almost 20 years ago, and was so pleased with it that I put out an APB on it for use in our small home-base business.  Imagine my delight when it popped up on Amazon.com at a most favorable price.  I was so happy that bought it out right. Still going strong after all these years - and no, the Dictaphone is not obsolete by any definition of the word.  What attracted me to this model was the fact that it carries both mini and standard cassettes, a counter, and the ability to set the number of words your pedal will present when you go fast forward or backward.  Well worth the price I paid - and it's still in use in my business, even after this may years.",A really good buy
AW8IUZPMOKBQX,B00004YK2X,5,just as described  fair price  arrived timely  thanks,happy customer
A18JW1RQE0YSIJ,B00004YJYT,4,"Kind of scary that this thing emitted the high pitch tone that I was afraid of within 2 days, but who knows how long its been boxed up and possibly contaminated. A call to Panasonic 800-405-0652 and a few prompts later and I finally got to speak with a human. I was told to do a ""head cleaning"" to the machine.

****Take tape out and While pressing Erase Prevention Lever (its a lil arm on the right/upper portion inside where the tape goes) press the Record Button. It will spin the wheels until u press stop.**********************

 Now, why I didn't have to actually ""clean"" the head with any kind of alcohol and swab is beyond me. Either way this has worked so far. I hope this may help others.

 I will try and keep track of this issue and post any other problems/solutions.

******UPDATE.....As of 11/4/2009 we have not had any issues at all. The machine is used 4-5 times a week for at least 2hrs per day. Havent had the dreaded screeching noise again either. It paid for itself quite quickly******","So Far so good, high pitch noise resolved for now"
A57EL5N2SJ9Y,B00004YK2X,5,"Purchasing from this person was a privilege.  A NEW item half the price of the rest and it arrived quickly, as promised.  It works as promised as well.",Cassette Transcriber
A14GSHEE7T0KCC,B00004YK1D,5,"Hey, this is an Energizer product and you they make some of the best batteries.  What else do you need to know other than Amazon had a decent price on it so I bought it along with other items.",It's a battery just like the product guide said
A22604N1XZ9JRW,B00004YK1D,5,Recommend all Energizer products as I can attest to the fact that they back up their products without question. I had an expensive flashlight that I used their batteries in and one leaked and ruined the light and they replaced the batteries and the flashlight. Good company.,Good product
A2F9G63C1PJZOM,B00004YK1D,5,works in my dog watch dog collars great value,excellent battery life
A1RQF8QSFL0SYO,B00004YK1D,5,For my Olympus OM-series cameras. These are easier than putting in two of the L-76 batteries or taking them out and watching them fall all over the place.,For my Olympus OM-series cameras. These are easier than ...
A1UGG4XBAU0D67,B00004YK1D,5,Expiration date of 2020.  Name brand as advertised.,Five Stars
A3748BY97L7456,B00004YK1D,5,what to say name brand seal package works great in my CompM2 and the price can't be beat very long shelf life,Great Battery
ACZ7QQWQV04YU,B00004YK1D,4,just what I needed,thanks
AUF2J26GWZF3V,B00004YK1D,5,"This is amazing!!
I put on in my AimPoint sight, & it last for 5 years, WITH the thing ON!!!
 WOW!!!!!!!!!!!!!!!!!!!
 I just don't know what else you could ask for in a battery!!!","If you need this type of battery, this is a great one to have!!!!!!!!!!!!"
A1TZLXHVP8QXT2,B00004YK1D,5,"How do I write a review about a camera battery?  The item I ordered is exactly what I received.  The order arrived in a very timely fashion, was exactly what I wanted, and the price was very much more reasonable than I could obtain locally.

And it arrived a day or so before I expected it!

It just does not get any better than that.",Exactly what I wanted!
A3TUZOJZM9008Y,B00004YBVE,4,"If your needs are for quick, web-based pictures. This camera will do the trick. It's handy to use and will give you decent shots for use on the web. Keep in mind a few things though... It needs plenty of light to give a good image. It eats batteries (I got about seven shots before having to replace the first one). The fact that it supplies both USB and Serial cables for connectivity is nice (something that many high-end cameras don't do).
Overall, this is a high-end toy - or - a low-end digital camera. Don't expect too much from it. I moved up to the HP PhotoSmart C315 almost immediately after purchase. But this is a decent camera for the price, and one of the few at this price range which has support for Macintosh.
Comes in a blue finished body as well.","A good, low-end digital camera!"
A3FNM6LQ7VEKWH,B00004YBVE,5,"It's always great to find a product where the maker keeps the price down by omitting features rather than by cutting corners on quality.
Sure, this camera isn't super-high-resolution, nor does it have many extra features. But what it does it does well. It's easy to use, and the photos are fine for most snapshot-type uses. It's also rugged - highly recommended for kids.
The software loaded with no hassles and has a simple user interface. The camera hooks up to a PC easily, and I haven't had a single glitch uploading.
I will recommend that you add the 16MB MultiMedia Card. Without it, the camera only holds 8 shots. With it, the capacity goes up to 69 - much more useful.",Solid camera at a great price
A6GJ70R1C65QD,B00004YBVE,3,"I purchased this camera as a gift for my husband at Christmas, and we've been really pleased with the pictures this little camera has taken.  It's inexpensive and very simple, which is great if you don't have a lot of experience/technical knowledge of digital cameras in general.
One problem:  this camera won't work with Win2000 until you install drivers and some other fixes (and that's not mentioned anywhere on this site).  It works fine with WinME, but as Win2000 isn't really intended for this, you'll run into the problem of incompatibility (even if using a USB hub).  However, my husband sent the company some mail about this, and within a few hours, he had the fixes and everything works great.  The website did have suggestions to remedy the problems, but that wasn't enough -- it did take an email, but the company was quick to respond.  The reviewer from Paris, TX had an awful time with this, but I'm stunned by that review because we got such a quick response--and this was on Christmas Eve night!
The camera takes pretty good photos, but the price will tell you that they're not high-quality, printable pictures.  This camera is ideal if all you plan to do is send photos via email or publish them on a page.  Software to edit your pictures is included with the camera, so you'll be able to correct red-eye and play with the images a bit.
Unfortunately, this camera doesn't perform well in low light situations.  It does take clear, sharp pictures in sunlight or in situations where there's direct lighting.  I recommend getting the memory card so that you can take more pictures with the higher resolution.  Another downside:  no picture preview window, but hey, until recent years, we never got to take a sneak peek on a regular camera anyway.  You can't miss what you never had...  Besides, you're not wasting film; you can always just delete the shot on the PC if you don't like it!
A BIG plus:  it can take a beating.  If you're worried that all digital cameras are fragile goods that need to be pampered, you need not worry about that with this one.  My husband dropped his on a tile floor, and like a champ, it took a picture right after the fall without a problem.  I felt instantly better that I didn't buy him an expensive, fragile one...  (whatta klutz!)
All in all, it's just the ticket if you want to try out digital photography before making a costly investment. I think kids would enjoy this camera because it looks cool, and let's face it, techno stuff is instantly attractive to a kid.
A good way to start and worth the money!","Good value, great starter digital camera"
A2MM46FLTP0RT3,B00004YBVE,1,"I received this camera free over a year ago when I bought Windows XP upgrade, and even at a price of $0.00 it's NOT worth having!  Here are some reasons:
- No ability to selectively erase pictures.  You either erase ALL of them, or not.
- No viewer on the camera to see your pictures.  You have to wait until you transfer them to a PC.
- Very poor picture quality.  Don't take any or vacation family photos with this:  you'll be disappointed.
- The smaller resolution setting (320x240), which allows storage of 30-some images, does not work:  the PC software always crashes when attempting to retrieve them.  The response that I got from their tech support was that this was a known problem, and to always use the 640x480 resolution mode.
- The MMC memory chip I bought to expand beyond the 8-picture limitation worked once, then the camera fried it.
- The company is out of business:  good luck getting support and software updates....
Amazon even sent me a replacement camera, and it too experience all the same problems.
I've since bought a used Sony CyberShot camera, and been completely happy!",stay away!
AZDMPFDOXCFA9,B00004YBVE,3,"Use the search to check for the blue version of the JamCam - there is a link to drivers for XP and 2000 (and others) there.
Quick summary: decent 1st camera, if you can stand 640x480.  An MMC card is not needed but makes the camera much more useful.  You can't use an MMC reader to read this card, only the camera.  The flash is too powerful at close range.
Stop by the blue version's reviews for lots more.",The blue version's review may be helpful
AP3V63JVKLEO5,B00004YBVE,5,"I have more than 50 years experience with professional quality cameras and photography, so I feel qualified to give an informed opinion. If you are expecting Leica or Hassleblad digital quality this is not the camera for you.  But if you want surprisingly good digital photos to send to friends or to sell stuff on eBay, this is a perfect solution at minimum cost.  I liked mine so much I bought a second one.
I understand it isn't compatible with Windows XP.  This is not a problem for me because I use the latest iMac (flat screen on a stalk growing out of the top of half of a basketball) loaded with OS 9.6 and OS X, and the JamCam works flawlessly.
Most of the problems I'm reading about in reviews occur because the owners haven't bothered to read the manual.  For example, battery life isn't a problem if you just follow the instructions and turn off the camera after use (..duhhhh!...) I've taken more than 40 shots on my first battery and it's still going strong.
Download the instruction manual, print it out, and READ IT.  The associated ""Most Frequently asked Questions and answers"" should also be printed out because this list clarifies things not covered clearly in the manual. If you don't read the manual and most frequently asked questions you won't know how to use the camera properly and you will be disappointed. 'Nuff said.
You can't beat this little digital camera without spending big bucks. Quality of the shots is surprisingly good, even on printouts. Hope this helps.
Al Thompson, Brady, Texas",A GREAT WAY TO GO DIGITAL FOR MINIMUM OUTLAY
A2V7L5LAVU0MEO,B00004YBVE,3,"...P>I bought this last year and initially it worked great.  It does what it says and if you're taking low-end pictures for things like online auctions (which is the exact/only reason I bought it) you get a great value for your money.
However, there are 2 things you should know about.
First, this company is no longer in business.  If you purchase this with a rebate voucher, then forget about ever getting the rebate.  The company's website is still up but you won't receive a response if you e-mail them.  If you try calling them you'll get an 'out of service' message.  I verified their present state of affairs (out of business) by doing some other research on the internet.  Although this company once had great service and support, it is now a passive system--what you see on the internet is all there is.  HOWEVER, their websites are still up, and downloads are still available.
Second,  this camera was not designed to work with Windows XP.  I had Windows 98 when I bought it and had 0 problems with this OS.  However, once I upgraded to Windows XP it wouldn't work.  Although I downloaded the patches/drivers from the website, I still couldn't get it to work...I finally found a website where someone gave me instructions on how to find the .sys file and get it working.  The program now loads but it crashes 75% of the time...very frustrating....",You get what you pay for
A3TIJC6L8USJ6Q,B00004YBVE,3,"What can I say? By the time you develop a disposable camera and get the film printed, it costs nearly as much as a JamCam. I bought my JamCam to keep in my desk at work and snag the occasional sunset or broken fire hydrant with. It's great for cheap snapshots. It comes with software that works acceptably. The USB interface is not the fastest I've encountered, but it eventually transfers photos. I haven't tried a memory card with it yet, but might in the future. I'm glad I got mine. It was worth every penny of what I paid, and I don't have to worry about wasted packaging or toxic chemicals going into the environment. I just transfer my photos to my computer and email them to friends....",A Disposable Digital Camera
A231WM2Z2JL0U3,B00004YBVE,3,"I've owned mine for over a year & have been impressed with it in several ways. First is the new, lowered price; real digital cameras at such a nice price are quite a development! The applications this camera seems best suited to are: e-mailing photos, webpage posting or limited photo printing (4"" x 6"" max), as in school papers or nonprofessional grade work reports. The resolution is up to these tasks, but not much more. It has no zoom lens, which limits its usefulness. It does have a good indoor flash, and it has an expandable memory (MultiMediaCards, generally harder to find & a bit higher cost than other memory formats). The camera will download into the PC via USB (forget about painfully slow serial port options), but the only way to fly is to use a separate MMC card reader (a little more $, but no battery use and much better speed). All in all, this is a great camera for younger students and beginners whose main interest is computer-based digital photography.",Okay for limited duty.
A36PO0OR0U2V33,B00004YBVE,1,"This is a word of advice to any would-be buyers of the jamcam 3.0: ""Don't!"". The product is a toy at best. But the real problem (yes, there is one worse) is the business practices of this company. Non-existent customer support (emails bounce), invalid toll-free numbers, and unclaimable rebate offers. There is defintiely something fishy going on. I would go as far as to say beware of KBgear in general. I learned at a price. I rate this product a one-star only b/c a zero rating is not possible.",Just not worth the trouble
A8PW7XMDXFDFP,B00004YBVE,3,"I waited a long time to write this review, I've had the camera for about 4 months now.  First let me mention the serious problems this camera has.
Jamcam error with Windows XP.  As the others stated they were having problems with Win2000 and drivers, WinXP renders this camera almost useless!  I have downloaded the drivers for WinXp from the Jamonline website and installed them perfectly, still have serious problems just extracting the images via usb to my computer.  After installing the xp drivers, I was able to make 1 download set of pictures from jamcam twain source!  After that, I get an error.  If you reinstall the drivers over, same error. You must uninstall the drivers, from the device manager (not the uninstall program) while the camera is connected (otherwise it will not appear in the device list).  Then run the driver update, which tells you it is uninstalling again, then run the xp driver update a third time.  Then you can download one set of pictures, and start all over again.  This is VERY time-consuming.
Also I don't know whether the camera is broken or it is Windows XP but I am now losing several images with every download.  If I take 30 pictures, I may only get 18-20 back.  I don't know where they go, they're simply not on the thumbnail bar.  I have not checked to see if this happens on Win98 or ME so hopefully it's Windows XP.  The only other workaround to the problem with xp usb drivers is to use the included serial cable (com port), the transfer rate is VERY slow on this also.  The pictures take about 40 seconds EACH to load via serial connection.  But it works, however I still lose photos with this method.
The camera is slow.  It takes about 4-5 seconds for the camera to ""think"" before it's ready to take another shot, and a bit longer if you need the flash.  It is also definitely not a fast-motion camera, you have to keep the camera steady and tell people to freeze or they will blur up badly.
The camera is easily fooled into thinking the subject is well lit by ambient light, avoid taking photos with a window in the background or light source.
It is possible to take decent pictures with this camera, for a 640 X 480 camera, the images are pretty decent most often.  The flash does a good job, but you will end up overexposing if you take pictures with a flash close up.
Internal memory is insufficient.  You can take 8 pictures at ""hi-res"" with internal memory.  Don't even bother using the lower ""r1"" setting to save space.  You can pick up a cheap 16 - 32 mb MMC card along with the camera.  MMC card memory prices keep getting lower.  Sandisk is the most popular but a little expensive, I bought a Delkin Devices 32mb MMC for around $22.  Don't believe the other review stating that MMC cards lose their memory, they don't.  But as I stated earlier I do ""lose"" photos for unknown reasons.
Battery eater.  This is no surprise, all digital cameras eat batteries.  It uses 9v batteries. Get a NIMH recharger and/or a cheap universal wall outlet battery adapter with 9v connector to power it while transferring images to your pc.
Now for the positive:
For the price, this camera is definitely worth it.  I suggest using (another Web site) to compare prices, there was a $30 rebate but I think that has since expired, and I never got mine.
Bottom line:
This is a great kids camera, but also a capable camera for snapping photos for email etc.  However 640x480 leaves a lot to be desired and I am going to move on to a 1.3 megapixel now because prices are lower now.  If you do use it be sure to get extra memory and take 2-3 photos of whatever scenes you don't want to ""lose"".  A 32mb MMC card will give you space for 130 photos on the camera so you can snap away (in 6 second intervals :)
DO NOT buy this camera if you use XP.
DO do some research for the cheapest price on the web.
I will update this review if I figure out anything on the WinXp and lost photos problem.",JamCam + Windows XP = NIGHTMARE!
ABSVSDR96W7WJ,B00004YBVE,4,"I bought this product for my kids. I also bought a SanDisk 16 MB MM card. Together, they provide the ability to capture 69 640x480 images. The quality is exactly what I expected, and provides good value for the money. One concern that any prospective buyer should have is support. KBGear appears to be defunct. The website provides excellent support (I was able to use it to locate and download the patches and drivers necessary to use the app under Win2K). The question is, how long will the site remain up? Do not expect that any rebates will be honored, or that you will have any updates other than those already on the site. Other than that, give this to your kids, let them take thousands of pictures, and print the low percentage that turn out right.
P.S. taping a small rectangle of milk carton plastic over the flash really helps the color balance. Use double stick tape, and your kids won't notice. I also use a couple of pieces of electrical tape to cover the MMC in the slot, as there is no door to assist in retention.","Dead company, good product"
A2GLL4QLIGHUS0,B00004YBVE,4,"Good camera for the price. The sweet spot for the fixed focal length lens appears to be about 5 feet. This is the perfect digital camera for a child or young adult - a much better choice than those ""disposable"" 35mm cameras.  Noticed some weird pixelation when the camera got closer to the subject (at or around 3 feet).  The colors sometimes get washed out by the flash.","Good ""Toy"" Camera"
A1AJ1JPITXE873,B00004YBVE,5,"I have wanted a digital camera ever since buying my mom a Largan Chameleon Digital Camera earlier this year. I paid $100, which was a good price at that time. The Jam Cam produces nearly as good a photo as the Chameleon for what amount to the cost of buying and developing three conventional rolls of film.
It is extremely easy to learn to use this camera. There are two buttons on the back that control all the functions. It is very easy to read the little symbols that are displayed on the back. The camera itself feels sturdier than most cheap digital cameras, thanks to rubbery black grips on each side. It goes very nicely with the world's most popular color du jour, silver, that comprises the body.
It comes with both serial and USB cables. Use the USB for very fast downloads. The software that you download into is very easy to use and performs most basic corrections without having to use the included Adobe photo software. I can't comment on that product because I use Photosuite IV for more advanced editing, but as I said, you can do most stuff right in the download mode.
It uses a plain old 9 volt battery, which is great. It doesn't come with one though, so make sure you have one on hand. I plan to use a rechargable one to avoid replacing them. The battery life seems good. One thing I've noticed is that when it shows as half used, leaving it plugged in to the USB for a few minutes, it goes back to full. A fluke, or does the USB carry a charge? I'm not a techie so who knows. I've taken over 100 photos so far and the battery is still showing full, with the occaisional half full.
Another review correctly said that the flash washes out indoor closeups. A sheet of toilet paper over the flash corrects that problem. An old trick. Personally, I'm grateful for the strong flash, the Largan is a bit weak in that area.
With any inexpensive digital camera, you are going to have to learn how to play with it in order to work around it's shortcomings. This camera does best in good lighting, either indoors or out. You can get some graininess in some outdoor shots in the shade. Foilage can come out as a green monolith rather than branchy, for instance. The next shot can come out perfectly with just a little change in lighting or angle. The Largan does better in this regard.
I've already captured some really nice photos of my dogs and house with this camera. Using the self-timer, I even got a good photo of myself, which is quite an accomplishment. I usually look like a bloated third world dictator in my photos, so I was surprised to actually get a good photo of myself in the first attempt.
An optional memory card expands the capacity of the Jam Cam from the rather paltry 8 it carries without it. I am getting along nicely without it because I do a lot of stuff around the home where I can shoot and download instantly. (That's one of the nice things about a digital camera, the Polaroid-like ability to see what you got while it's still possible to re-shoot if you didn't do so well.)
With the $30 rebate currently available on the Jam Cam, you are getting a functional everyday camera for the cost of three developed rolls of 35mm film. How can you go wrong? It's also great for Realtors or Appraisers who have to take ""disposable"" photos for work.",For $20 It Can't Be Beat!
AIV52J8SNT653,B00004YBVE,5,"I almost didn't buy this camera, due to the bad reviews.  My first camera choice was USB only, and I needed a serial connection.  So, with great trepidation, I bought the Jamcam3.  Initially, I was extremely disappointed.  The first images you see are in the ""JamCam photo shop viewer"".  Don't give up here!  I think some people have seen these blurry blobs of grey and assumed this was the image they were stuck with.  Not so.  Be sure to ""Download Picture"" to thumbnail form.  Also, I had to change my screen settings to 640x480 to see the controls properly.  I might also mention my PC (586-133) is below the recommended minimum and I'm making out ok. The pictures are not bad. I am satisfied. Remember, this is a 640x480 camera, so don't expect too much. The flash is good for dark areas. One final item...I heard batttery life was short, according to some reviews, so I use my camera with a 9 volt adapter plugged into the wall.",Read this Review
A203TEW52ZZ5UP,B00004YBVE,3,"For less than $50 Digicam, this thing is awesome. I used AMD K6-2 500Mhz, 128MB RAM, USB Connection (for the Cam) and Win 2000 and it works really nice. But somehow you need to download the updates from their website (jamonline.com). The CCD is not very good, you can see quite much color noise.
My biggest complain is the cam use the battery power to transfer pictures and not the power from USB. As a result, the battery needs to be replaced  too often (less than 50 shots).
Don't think to use the 320x240 res as the 640x480 res is not excellent. What I do is take the pic using 640x320 and resize the image using photoshop to 320x240. Do a little trick and you'll get a decent pic (not very well).
The best part: the memory is expandable to whatever you can afford using MMC, USB Connection, Win 2000 support, built-in flash, durable body and not too expensive.
For best result, use Accu Rechargable battery instead of regular 9v or alkaline. Believe me, I spent 3 regular 9v (the square one) for less than 100 shots (only 20+ are decent). Bring extra battery when travelling and transfering image.
For expandibility, get Sandisk MMC, NOT Viking. I got my self a Viking MMC and doesn't work. Read my review in Viking MMC 16MB.
Recommended for children and very light user.",Nice gear
A2DGM8XW30DJLG,B00004YBVE,3,"I was looking for [an inexpensive] digital camera for posting to web based auctions. Well, this is about as [inexpensive] as it gets. Yes, the OEM battery won't last a day, but the good one I bought has lasted for 3 dozen pictures *and* downloads and is still going. If you're looking for something to use like a *real* camera, buy something else.  If you want to email pictures to friends or post pictures on an auction site, this camera will work until you want to spend enough money for a real digital camera.",It's better than I expected for the price
A231WM2Z2JL0U3,B00004YKDQ,4,"I have an S100 in it, and it fits very snugly. There is room for an extra memory card and that's all. I like it, but I would have made it just a little less of a squeeze.",It's a bit too tight.
A18RZ493P29JW5,B00004YKDQ,4,The PSC 100 case looks great plus it is very soft too. The pocket provides enough room for an extra memory card and battery. My only complaint is it adds a little too much bulk for your pocket. The case adds around 1/2 inch of thickness to the camera which is a lot considering the small footprint of the Elph. I can put up with the bulk for the added protection the case provides.,nice case but a little too bulky
A2U05FVL7EN156,B00004YKDQ,4,"Unnecessary bulky, although perfectly functional with room for extra cards and batteries. Good if you want to keep your elph in your backpack, but doubles the size of it in your hands. In it you can no longer put your elph in your pocket. You will love it if you like things hanging on your belt.
Edited 08/02/2002: just came back from hiking Mount Rainier.  This thing was keeping my S110 on my belt without bothering me, yet was close whenever I needed it!  Changing my rating from 3 to 4 stars",If you bought S110 for it's size - this case is not for you
A37Z65SZVT0TVB,B00004YKDQ,5,Canon came out with some tiny digital cameras. I personal have the Canon ELP S110. No difference in size with the S100. This case is a must have. Velco strap secure the camera inplace with an extra zipper pouch allowing you to carry an extra CF card and a spare battery. Protect your investment. Go and pick one up. Note: This case will not fit the S300.,Compact size with a compact price
A3DR6YUQBPDD7I,B00004YKDQ,4,"This is a nice little case from Canon that safely holds not only your S110, but also up to two batteries, two compact flash cards, or one of each.  However, this case doesn't fit well inside the pocket of your jeans.  It's great as a belt clip case however.  For more pocketable needs, I say just sew up a thin little bag for it out of non-scratching material like from cloth lens wipe. It'll be paper thin and if you can find your mom or someone experienced in the field to measure it correctly, it wouldn't add any additional hassle when being used.",Full Feature Case
AFFQ5K0IT2H0L,B00004YKDQ,4,"All I can say is that it is reasonably priced, designed specifically for this camera, has space for another CF card and battery pack, and it even has a belt loop. What else could you ask for? Buy one!!!","If you own a Digital Elph, get this case!"
A5JLAU2ARJ0BO,B00004YKDQ,1,"This Korean-made case for the Digital Elph is a disappointment.  The main compartment can barely hold the Digital Elph.  Every time I put my camera in the case I have to use a lot of force, fearing I would do some harm to the camera (a fear admittedly not well founded).  It can be a very frustrating experience.
The case also looks ugly and feels cheap.  The front compartment can hold a battery and a CF card, but there's no easy way to carry the case except just holding the whole thing.
But right now (Jan 2001) you have no choice if you need a case for the S100.  Shame on Canon for not including a case in the Digital Elph camera kit.","Too tight, too ugly"
A3I28B9NJBGB5O,B00004YKNF,5,"The disks are at times hard to find, but was easy through Amazon.com.  I expect a long life with them, and know they were coated correctly.",The finest floppy disks available on the market.
A33WBIJHZ9EGHS,B00004YKNF,5,Great buy,Five Stars
A3QG4MOI7H5F9H,B00004YKNF,5,All is good.  Getting hard to find but I need them occasionally.,All is good. Getting hard to find but I need them ...
A28CLCKFGKNISQ,B00004YKNF,5,Great,Five Stars
AY8UAJTOH4JN8,B00004YKNF,5,"it works right, I recommend it.  I use this floppy to my  keyboard (Synthetsizer) and i tried out on my computer, it worked well.",I recommend it. I use this floppy to my keyboard ...
A2K5P9A17VFKJU,B00004YKNF,3,Works as expected,Three Stars
ARQHICZNCC2YW,B00004YKNF,4,LOVE THE PRICE! WORK WELL,LOVE THE PRICE! WORK WELL
A20UHOI8VIL687,B00004YKNF,5,"Great quality! It shipped faster than I expected from a third-party seller as well. All the discs were brand-new, and I've not had any problems using them.",Great quality!
A37ZTFO9PUTY7S,B00004YKNF,5,Got it very quickly. thanks. It is exactly as listed.,Five Stars
AP8EXADSLHZET,B00004YKNF,5,Boy I thought I would never need these again. Bought an older Baby Lock embroidery machine that saved its files to 3.5 floppies so found myself on Amazon.com looking for them. Needless to say they work perfect!,"Glad to find these, old embroidery machines use these."
ATWT44WTPFFIG,B00004YKNF,5,Worked fine,Five Stars
A3PXFC4JQB7CQU,B00004YKNF,5,Exactly as described and shipped quickly!,Five Stars
A258V3VP1U1V1I,B00004YKNF,5,"Great price
Hard to find item",Great price Hard to find item
A1P2LSMFDZOBBD,B00004YKNF,5,These work well for me.,Five Stars
A20PAJ3B2X6NXG,B00004YKNF,5,Good product,Five Stars
A3L3NTI5REPJI0,B00004YKNF,5,Exactly what I wanted.  Quick shipping,Great
A2YKA13D8NCHAY,B00004YKNF,5,tHE RIGHT ITEMS WERE SENT.,Five Stars
A26ELRIU48MXAU,B00004YKNF,5,they work as intended. I use them for older equipment that requires the usage of a floopy drive.,guschingon
A1853FSD37X5D6,B00004YKNF,5,These are hard to find and I have equipment that needs these to run...They are fine for what I need....,Hard to find Need them for my CNC machine
ACIPO784LD6C7,B00004YKNF,5,"These come in handy when doing MSDOS work. I have had no problem with them. Remember, they work with external Floppy drives or computers with internal floppy drives.",Extra tool in my tool box
A3Q0BC2HA5ZDV2,B00004YKNF,3,"Unless you are using this to boot a Server 2003 or Windows 98 box, spend the money and get a flash drive you cheap a%%.","Dead technology, but it still works I suppose."
A2LRK4OAPPZZWP,B00004YKNF,5,"I needed a floppy to update a bios and install SATA drivers but I had no floppies. I used one of these floppies with a USB floppy drive and everything worked on the first try. Although I don't think I will need that many floppies any more if I need to buy more I will certainly come back to this product.

No funky colors, no funky designs just black and silver. Perfect for a business environment.",Blast from the past.
AR6IDACC5K3VU,B00004YKNF,5,In a world of thumb drives it's hard to find these. These did exactly what I needed for older technology device.,Just what I needed
A2P6VHQQIOGRK5,B00004YKNF,5,Not much to say about these other than they do what they are suppose to do flawlessly. Had a stack of them that was like 10 years old and had been shuffled around a lot and as such a whole bunch of them had disk errors. I needed some new ones for my Net110 class that I was taking online to do the course work and these did exactly what I needed them to do without errors.,They all worked perfectly without flaw.
A3V9QMD5FB2ZR,B00004YKNF,5,I still do.  I still need floppy discs to go with my old digital camera and I still buy them here.  I know I can always find them on Amazon and they will always be in new condition when I get them.  I can always be able to use my old camera until it finally breaks as long as I can get the floppy discs.,Who uses Floppy Discs These Days?
